,Unnamed: 0,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species
1098,1098,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1099,1099,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1100,1100,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,1000.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1101,1101,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1102,1102,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,500.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1103,1103,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1104,1104,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,300.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1105,1105,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1106,1106,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,100.0,8.0,20.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1107,1107,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1108,1108,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1109,1109,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1110,1110,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1111,1111,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1112,1112,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Serratia odorifera,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,0.0,30.0,1.0,Serratia,Serratia odorifera
1113,1113,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1114,1114,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,1000.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1115,1115,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1116,1116,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,500.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1117,1117,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1118,1118,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,300.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1119,1119,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1120,1120,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Vibrio parahaemolyticus,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,100.0,8.0,20.0,8.0,30.0,2.0,Vibrio,Vibrio parahaemolyticus
1121,1121,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1122,1122,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1123,1123,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1124,1124,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1125,1125,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1126,1126,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1127,1127,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1128,1128,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1129,1129,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1130,1130,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1131,1131,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1132,1132,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1133,1133,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1134,1134,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1135,1135,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1136,1136,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1137,1137,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1138,1138,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1139,1139,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1140,1140,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1141,1141,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1142,1142,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Pseudomonas koreensis,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,24.0,30.0,1.0,Pseudomonas,Pseudomonas koreensis
1143,1143,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1144,1144,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1145,1145,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1146,1146,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1147,1147,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,10.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
1148,1148,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,20.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
1149,1149,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,30.0,20.0,20.0,24.0,37.0,2.0,Enterococcus,Enterococcus faecalis
1150,1150,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,4.0,30.0,2.0,Bacillus,Bacillus cereus
1151,1151,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Salmonella typhimurium,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,meat,50.0,31.0,69.0,6.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhimurium
1152,1152,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,20.0,10.0,78.9,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1153,1153,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,10.0,78.9,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1154,1154,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,10.0,14.0,42.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
1155,1155,Ag,"chemical_synthesis (sigma aldrich, 730785)",triangular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,10.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1156,1156,Ag,"chemical_synthesis (sigma aldrich, 730785)",triangular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1157,1157,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,10.0,30.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1158,1158,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,10.0,30.0,48.0,37.0,2.0,Escherichia,Escherichia coli
1159,1159,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,10.0,10.0,30.0,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
1160,1160,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,10.0,30.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
1161,1161,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,10.0,30.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1162,1162,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,102.0,2.26,10.34,0.16,30.0,1.0,Bacillus,Bacillus subtilis
1163,1163,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,1024.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1164,1164,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,512.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1165,1165,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,256.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1166,1166,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,128.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1167,1167,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,64.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1168,1168,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,32.0,8.0,12.0,24.0,37.0,2.0,Acinetobacter,Acinetobacter baumannii
1169,1169,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Klebsiella aerogenes,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,1024.0,8.0,12.0,24.0,30.0,2.0,Klebsiella,Klebsiella aerogenes
1170,1170,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Klebsiella aerogenes,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,512.0,8.0,12.0,24.0,30.0,2.0,Klebsiella,Klebsiella aerogenes
1171,1171,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Klebsiella aerogenes,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,256.0,8.0,12.0,24.0,30.0,2.0,Klebsiella,Klebsiella aerogenes
1172,1172,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Klebsiella aerogenes,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,128.0,8.0,12.0,24.0,30.0,2.0,Klebsiella,Klebsiella aerogenes
1173,1173,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Klebsiella aerogenes,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,64.0,8.0,12.0,24.0,30.0,2.0,Klebsiella,Klebsiella aerogenes
1174,1174,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1024.0,8.0,12.0,48.0,37.0,2.0,Escherichia,Escherichia coli
1175,1175,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,512.0,8.0,12.0,48.0,37.0,2.0,Escherichia,Escherichia coli
1176,1176,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,256.0,8.0,12.0,48.0,37.0,2.0,Escherichia,Escherichia coli
1177,1177,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,128.0,8.0,12.0,48.0,37.0,2.0,Escherichia,Escherichia coli
1178,1178,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1024.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1179,1179,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,512.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1180,1180,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,256.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1181,1181,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,128.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1182,1182,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,64.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1183,1183,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,32.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
1184,1184,Ag,green_synthesis using Acinetobacter calcoaceticus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,16.0,8.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
