,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level
11153,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11154,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11155,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11156,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11157,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,37.0,2
11158,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,36.0,2
11159,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11160,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11161,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11162,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11163,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,36.0,2
11164,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11165,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,48.0,72.0,37.0,2
11166,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11167,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,12.0,24.0,48.0,37.0,2
11168,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11169,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,24.0,36.0,72.0,37.0,2
11170,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MIC,Staphylococcus aureus,60.0,70.0,0.0,2.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11171,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11172,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11173,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11174,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11175,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,37.0,2
11176,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,36.0,2
11177,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11178,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11179,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11180,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11181,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,36.0,2
11182,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11183,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,48.0,72.0,37.0,2
11184,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11185,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,12.0,24.0,48.0,37.0,2
11186,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11187,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,24.0,36.0,72.0,37.0,2
11188,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,spherical,MIC,Staphylococcus aureus,10.0,20.0,0.0,64.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11189,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11190,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11191,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11192,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11193,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,37.0,2
11194,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,36.0,2
11195,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11196,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11197,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11198,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11199,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,36.0,2
11200,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11201,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,48.0,72.0,37.0,2
11202,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11203,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,12.0,24.0,48.0,37.0,2
11204,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11205,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,24.0,36.0,72.0,37.0,2
11206,Green synthesis using Arthrospira platensis,spherical,MIC,Staphylococcus aureus,18.0,100.0,0.0,200.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11207,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11208,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11209,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11210,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11211,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,37.0,2
11212,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,36.0,2
11213,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11214,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11215,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11216,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11217,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,36.0,2
11218,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11219,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,48.0,72.0,37.0,2
11220,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11221,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,12.0,24.0,48.0,37.0,2
11222,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11223,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,24.0,36.0,72.0,37.0,2
11224,Green synthesis using Arthrospira platensis,spherical,MBC,Staphylococcus aureus,18.0,100.0,0.0,400.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11225,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11226,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11227,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11228,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11229,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,37.0,2
11230,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,18.0,24.0,36.0,2
11231,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11232,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11233,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
11234,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11235,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,36.0,2
11236,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11237,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,48.0,72.0,37.0,2
11238,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11239,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,12.0,24.0,48.0,37.0,2
11240,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,18.0,24.0,48.0,37.0,2
11241,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,24.0,36.0,72.0,37.0,2
11242,Green synthesis using Spirogyra varians,spherical_quasi,MIC,Staphylococcus aureus,31.3,35.0,0.0,0.5,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11243,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Staphylococcus aureus,31.3,35.0,0.0,1.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,4.0,8.0,24.0,37.0,2
11244,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Staphylococcus aureus,31.3,35.0,0.0,1.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,6.0,24.0,48.0,37.0,2
11245,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Staphylococcus aureus,31.3,35.0,0.0,1.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,18.0,24.0,48.0,37.0,2
11246,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Staphylococcus aureus,31.3,35.0,0.0,1.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2
